Handle,Title,Vendor,Product Category,Type,Tags,Description,Features,Specifications,Material,Color,Length,Width,Height,Variant SKU,Variant Price,Image Src,Variant Image,All URLs,SEO Title,SEO Description
artiss-wooden-trundle-bed-frame-timber-slat-king-single-size-white,Artiss Wooden Trundle Bed Frame Timber Slat King Single Size White,Artiss,,Bed,"Brand_Artiss, Price Range_$501-$600, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,Conqueror Bed Frame is suitable for adults and children | Stable and sturdy construction ensures a long-lasting touch | Solid pine wood frame is a mark of the Natural composition | Plywood slats can ensure added functionality | Built-in open and closed storage shelves with the supportive Headboard | Hinged shelve door for better functionality | Non-toxic paint that is SGS-tested | Smooth finish edges for no chances of hurting | Steel fixings that are Heavy-duty | Reinforced bracket support for no more degraded quality support | Wooden Trundle Bed Frame Fits standard Australian size mattress | Wooden Trundle Bed Frame is Compatible with trundle drawers | Bed frame material is Pinewood | Slat material is Plywood | Ground clearance is 23cm | Bed head height is 115cm | The maximum user weight is 120kg | Overall dimensions is 227.5cm x 117cm x 115cm | Fits an Australian single mattress of the size 203cm x 107cm | Colour is White | 1 x Wooden Bed Frame | 1 x Assembly Manual,Bed frame material is Pinewood | Slat material is Plywood | Ground clearance is 23cm | Bed head height is 115cm | The maximum user weight is 120kg | Overall dimensions is 227.5cm x 117cm x 115cm | Fits an Australian single mattress of the size 203cm x 107cm | Colour is White,Plywood | Wooden | Steel | Wood | Pine,White | Natural | Pine,227.5,117,115,WBED-D-03KS-107-AB,252.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/WBED-D-03KS-107-AB-00.jpg?v=1756963029,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/WBED-D-03KS-107-AB-00.jpg?v=1756963029,Artiss white king single bed frame | Best Single Wooden Trundle Bed,Our artiss white king single bed frame is ideal for both youngsters & adults. Shop the single wooden trundle bed from our store to add style & comfort to your place.
artiss-king-single-wooden-timber-bed-frame,Artiss King Single Wooden Timber Bed Frame,Artiss,,Bed,"Brand_Artiss, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,Solid pine wood frame made from natural wood | Built-in open and closed storage shelves on the headboard | SGS-tested non-toxic paint on the hinged shelf door | Plywood slats are used to create a variety of designs | A smooth finish is applied to the edges. | Heavy-duty steel fasteners are used throughout. | Material of bed frame: Pinewood | Material of the slats: Plywood | Height above ground: 23cm | Height of the bed head: 115cm | 120kg is the maximum user weight. | Size: 227.5cm x 117.5cm x 115.5cm | Fits 203cm x 107cm single mattress | Assemblage is necessary. Yes | White is the dominant colour in this design. | 1 x Wooden Bed Frame | 1 x Assembly Manual,Material of bed frame: Pinewood | Material of the slats: Plywood | Height above ground: 23cm | Height of the bed head: 115cm | 120kg is the maximum user weight. | Size: 227.5cm x 117.5cm x 115.5cm | Fits 203cm x 107cm single mattress | Assemblage is necessary. Yes | White is the dominant colour in this design.,Plywood | Wooden | Steel | Wood | Pine,White | Natural | Pine,227.5,117.5,115.5,WBED-D-S1-107-AB,287.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/WBED-D-S1-107-AB-00.jpg?v=1756963034,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/WBED-D-S1-107-AB-00.jpg?v=1756963034,Artiss Wooden King Single Bed Frame | Sturdy Bed Outline for Online Sale,The wooden king single bed frame by Artiss is crafted with sturdiness in mind. Shop this bed outline with smooth finish edges & SGS-tested non-toxic paint from our web store.
artiss-queen-size-bed-frame-base-mattress-platform-fabric-wooden-charcoal-pier,Artiss Queen Size Bed Frame Base Mattress Platform Fabric Wooden Charcoal PIER,Artiss,,Bed,"Brand_Artiss, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,The bed frame is available in charcoal color which looks amazing | Very comfortable to sleep because of the large dimensions and the deeply cushioned headboard having a tufted design of the non-woven fabric | Enough storage space is available under the bed along with a gas lift mechanism to open | It has a sturdy steel frame and reinforced construction with steel bars which makes it super stable and highly durable | It also has wooden slats with heavy-duty connectors which provide the bed with better strength | The frame is padded with high-density foam and covered with breathable non woven fabric | The frame is made of steel and the headboard has non-woven fabric | Fits standard Queen sized mattress: 203 x 153cm | Overall dimension: 221 x 166 x 104cm | 1 x  Bed Frame | 1 x Assemble Manual,The frame is made of steel and the headboard has non-woven fabric | Fits standard Queen sized mattress: 203 x 153cm | Overall dimension: 221 x 166 x 104cm,Wooden | Fabric | Steel | Metal | Foam,Charcoal,221,166,104,BFRAME-E-PIER-Q-CHAR-ABC,290.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-PIER-Q-CHAR-ABC-00.jpg?v=1756963061,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-PIER-Q-CHAR-ABC-00.jpg?v=1756963061,Artiss Wooden Queen Bed Base | Best Pier Bed Frame for Online Sale,"The wooden queen bed base by Artiss enhances your bedroom with lavishness. To shop the pier bed frame & fabric queen size bed frame, explore options on our web store.

"
artiss-tiyo-gas-lift-bed-frame-double,Artiss Tiyo Gas Lift Bed Frame - Double,Artiss,,Bed,"Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",,"The bed frame is upholstered with PVC leather of premium quality | It has a Scandinavian tufted headboard | The reinforced wooden construction makes the frame strong | For extra comfort, it has high-density padded foam | The bed frame has a lot of storage function | Smooth finish edges of this frame make it safe | It has a gas lift hinged base that is easy to use | The sturdy legs support and heavy-duty metal connectors make this bed frame reliable | It is very easy to assemble this frame | Artiss Tiyo gas lift double bed frame uses high-level material such as high-quality PVC leather, foam, and wood | It uses slats plywood better quality and comforts | This bed frame fits the standard double-sized mattress 190cm×137cm | The Overall dimensions of Artiss Tiyo Gas lift Double bad are 202cm×144cm×99cm | This Artiss Tiyo Gas lift double bed frame can bear weight up to 300 kg | Artiss Tiyo gas lift double bed frame came in black color | You need to assemble this beautiful Artiss Tiyo double bad frame | 1 x Artiss Tiyo Gas Lift Bed Frame | 1 x Assembly Manual",,Plywood | Leather | Wooden | Metal | Wood | Foam,Black,,,,BFRAME-F-TIYO-GAS-D-BK-ABC,279.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-TIYO-GAS-D-BK-ABC-15247-00.jpg?v=1756963063,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-TIYO-GAS-D-BK-ABC-15247-00.jpg?v=1756963063,Artiss Tiyo Bed Frame | Best Gas Lift Double Bed Outline For Sale,"Artiss Tiyo Bed Frame renders a rich taste to your bedroom. Store your bedding essentials in this gas lift double bed. To buy, visit the EasyMart website to explore options."
artiss-queen-size-gas-lift-bed-frame-base-with-storage-mattress-charcoal-fabric-vila,Artiss Queen Size Gas Lift Bed Frame Base With Storage Mattress VILA,Artiss,,Bed,"Brand_Artiss, Color_Charcoal, Color_Grey, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,"Fabric made of premium linen | High-density foam padding | Headboard with tassels | Non-woven fabric that breathes | A storage system with a gas lift | Steel frame with a lot of strength | Slats with an arched base made of wood | Steel frame | Wooden slats | Linen fabric on the outside | 99cm bed head height, 33cm storage height | Dimensions of the queen frame: 215.5 x 160 x 99cm | Standard sizing 153 x 203cm (Australian Queen Size Mattress) | Grey and Charcoal in colour | 1 x Artiss Tiyo Gas Lift Bed Frame | 1 x Assemble Manual","Steel frame | Wooden slats | Linen fabric on the outside | 99cm bed head height, 33cm storage height | Dimensions of the queen frame: 215.5 x 160 x 99cm | Standard sizing 153 x 203cm (Australian Queen Size Mattress) | Grey and Charcoal in colour",Wooden | Fabric | Steel | Metal | Linen | Wood | Foam,Grey | Charcoal,215.5,160,99,BFRAME-E-VILA-Q-CHAR-AB,234.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T211359.215.jpg?v=1756963065,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T212219.938.jpg?v=1756963066,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T211359.215.jpg?v=1756963065 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T212219.938.jpg?v=1756963066,Artiss Queen Size Bed Base | Buy Gas Lift Queen Bed Frame Online,Our Queen Bed with Gas Lift Storage adds style & extra room to your place. Shop this easy-to-lift queen-size bed base to store your bedding essentials easily. Visit our site today to buy.
artiss-bed-frame-double-full-size-gas-lift-base-with-storage-tiyo,Artiss Bed Frame Double Full Size Gas Lift Base With Storage TIYO,Artiss,,Bed,"Brand_Artiss, Color_Grey, Color_White, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,Storage function | Gas lift hinged base | Smooth finish edges | Heavy-duty metal connectors | Sturdy legs support | Easy assembly | Faux linen cloth + foam + wood are the materials used in this project. | Plywood slats | Standard sizing 190cm x 137cm double-sized mattress | Weight capacity: 300kg Overall dimensions: 202.5cm x 144cm x 99cm | Grey and white are the colours used. | Requires assembly: Yes | Please keep in mind that this item comes in three bundles. | 1 x Artiss Tiyo Gas Lift Bed Frame | 1 x Assemble Manual,Faux linen cloth + foam + wood are the materials used in this project. | Plywood slats | Standard sizing 190cm x 137cm double-sized mattress | Weight capacity: 300kg Overall dimensions: 202.5cm x 144cm x 99cm | Grey and white are the colours used. | Requires assembly: Yes | Please keep in mind that this item comes in three bundles.,Plywood | Wooden | Fabric | Metal | Linen | Wood | Foam,White | Grey,202.5,144,99,BFRAME-F-TIYO-D-GY-ABC,245.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-TIYO-D-WH-ABC-18948-00.jpg?v=1756963068,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-TIYO-D-GY-ABC-00.jpg?v=1756963068,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-TIYO-D-WH-ABC-18948-00.jpg?v=1756963068 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-TIYO-D-GY-ABC-00.jpg?v=1756963068,Artiss Double Bed Frame with Storage | Best Gas Lift Bed Base with Storage,Add extravagance to your bedroom with our double bed frame with storage. Shop the cushioned double bed with gas lift storage from the EasyMart vast collection of bed frames.
artiss-queen-size-wooden-upholstered-bed-frame-headboard-grey,Artiss Queen Size Wooden Upholstered Bed Frame Headboard - Grey,Artiss,,Bed,"Brand_Artiss, Price Range_$401-$500, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,"Premium fabric is used in its creation | Frame made of steel for further strength | Reinforced with steel bars, the structure is more robust. | Connectors are made of heavy-duty metal. | Arched slat base in wood. | The Center support strut may be adjusted. | Tufted headboard with tufted headboard. | With high-density foam padding. | Non-woven fabric that is breathable | The floor covers are a great way to prevent | The frame is made of steel. | Non-woven cloth is used for the headboard. | Fits common sized jars. 203 x 153cm | Size: 221 x 166 x 104.5cm (overall dimensions) | Grey is the dominant colour in the design. | 1 x Pier Bed Frame | 1 x Assemble Manual",The frame is made of steel. | Non-woven cloth is used for the headboard. | Fits common sized jars. 203 x 153cm | Size: 221 x 166 x 104.5cm (overall dimensions) | Grey is the dominant colour in the design.,Wooden | Fabric | Steel | Metal | Wood | Foam,Grey,221,166,104.5,BFRAME-E-PIER-Q-GY-AB,238.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-PIER-Q-GY-AB-00.jpg?v=1756963071,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-E-PIER-Q-GY-AB-00.jpg?v=1756963071,Artiss Queen Size Bed Frame | Quality Wooden Queen Bed Base for Sale,Buy Artiss queen-size bed frame from EasyMart to upgrade your bedroom with elegance. This grey bed headboard is upholstered in a non-woven & breathable texture. Visit our site to buy.
double-size-wooden-bed-frame-white,Double Size Wooden Bed Frame - White,Artiss,,Bed,"Brand_Artiss, Price Range_$301-$400, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,This wooden bed frame has got large storage space underneath it | The frame is made up of high-quality pinewood whereas the slats are made up of timber | Suitable to be used by children as well as adults | It has a stable and balanced structure with heavy-duty connections | Available in SGS tested - nontoxic white colored paint which looks amazing | It has smooth finish edges with reinforced bracket support | The frame fits the standard Australian size mattress | The material used is Pine Wood | Fits standard Australian-sized double mattresses having dimensions - 137cm x 190cm. | Ground clearance: 28.5cm | Bed head height: 94cm | Overall size of this bed is: 204cm x 149cm x 94cm | 1 x Wooden Bed Frame | 1 x Assemble Manual,The material used is Pine Wood | Fits standard Australian-sized double mattresses having dimensions - 137cm x 190cm. | Ground clearance: 28.5cm | Bed head height: 94cm | Overall size of this bed is: 204cm x 149cm x 94cm,Plywood | Wooden | Steel | Wood | Pine,White | Pine,204,149,94,WBED-D-004D-137-AB,200.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/WBED-D-004D-137-AB-00.jpg?v=1756963078,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/WBED-D-004D-137-AB-00.jpg?v=1756963078,White Double Bed Frame | Best Solid & Tough Bed Frame for Sale Online,"We bring a White Wooden Double Bed Frame for use by both young & old. To shop for this stylish white double bed frame, visit the EasyMart website. Jazz up your bedroom.

"
artiss-king-size-fabric-bed-frame-headboard-with-drawers-charcoal,Artiss King Size Fabric Bed Frame Headboard with Drawers - Charcoal,Artiss,,Bed,"Brand_Artiss, Price Range_$601-$700, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,Linen fabric is premium faux | High-density foam padding | Tufted headboard with breathable non-woven fabric | Sturdy steel frame for durability | The center support strut is strong | The slatted base is woodenly arched | Storage drawers with wheels that are four large units | Heavy-duty metal connectors for better support | Metal bars guarantee reinforced construction | Brand is artists | Material is faux linen fabric + wood + foam | Slats are plywood | Fits standard king-sized mattress is 203cm x 183cm | Overall dimensions is 216cm x 194.5cm x 104cm | The Colour is charcoal &amp; grey | 1 x Artiss MILA Bed Frame | 4 x Storage Drawers with Wheels | 1 x Assembly Manual,Brand is artists | Material is faux linen fabric + wood + foam | Slats are plywood | Fits standard king-sized mattress is 203cm x 183cm | Overall dimensions is 216cm x 194.5cm x 104cm | The Colour is charcoal &amp; grey,Plywood | Wooden | Fabric | Steel | Metal | Linen | Wood | Foam,Grey | Charcoal,216,194.5,104,BFRAME-F-AVIO-K-CHA-ABC,357.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-AVIO-K-CHA-ABC-00.jpg?v=1756963092,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-AVIO-K-CHA-ABC-00.jpg?v=1756963092,Artiss fabric bed headboard | Best Fabric King Bed Frame with Storage,Upgrade your room with Artiss Fabric Bed Headboard - lavishly cushioned & upholstered in breathable premium cloth texture. Visit our site to buy a fabric king bed frame with storage. 
artiss-king-size-bed-frame-with-storage-drawer,Artiss King Size Bed Frame Base Mattress With Storage Drawer MILA,Artiss,,Bed,"Brand_Artiss, Color_Charcoal, Color_Grey, Price Range_$601-$700, Type_Bed Frame, Type_Bedroom Furniture",PRODUCT DESCRIPTION,Linen fabric is premium faux | High-density foam padding | Tufted headboard | Non-woven fabric is breathable | Sturdy steel frame for durability | Strong center support strut | The slatted base is woodenly arched | Drawers with wheels in four large storage setups | Heavy-duty metal connectors for sturdiness | Metal bars guarantee reinforced construction | Brand is artiss | Material is faux linen fabric + wood + foam | Slats are plywood | Fits standard king-sized mattress is 203cm x 183cm | Overall dimensions is 216cm x 194.5cm x 104cm | The Colour is charcoal | 1 x Artiss MILA Bed Frame | 4 x Storage Drawers with Wheels | 1 x Assembly Manual,Brand is artiss | Material is faux linen fabric + wood + foam | Slats are plywood | Fits standard king-sized mattress is 203cm x 183cm | Overall dimensions is 216cm x 194.5cm x 104cm | The Colour is charcoal,Plywood | Wooden | Fabric | Steel | Metal | Linen | Wood | Foam,Charcoal,216,194.5,104,BFRAME-F-MILA-K-CHA-ABC,400.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-MILA-K-CHA-ABC-00.jpg?v=1756963094,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-25T174437.701_8e5cb2f4-bd14-47ea-a821-521053e2f980.jpg?v=1756963095,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/BFRAME-F-MILA-K-CHA-ABC-00.jpg?v=1756963094 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-25T174437.701_8e5cb2f4-bd14-47ea-a821-521053e2f980.jpg?v=1756963095,Artiss King Bed Frame with Storage | Best Mattress Base with Storage,Looking for a quality king-size bed base with drawers? Check our EasyMart’s mattress base with storage & king bed frame with storage collection to find the suitable one. 
